1	0.0
2	2.35
3	5.85
4	9.5
5	13.2
6	16.85
7	20.5
8	24.15
9	27.75
10	31.4
11	35.0
12	38.6
13	42.2
14	45.8
15	49.4
16	52.95
17	56.5
18	60.1
19	63.65
20	67.2
21	70.75
22	74.3
23	77.8
24	81.35
25	84.9
26	88.4
27	91.9
28	95.45
29	98.95
30	102.45
31	105.95
32	109.45
33	112.95
34	116.45
35	119.95
36	123.4
37	126.9
38	130.35
39	133.85
40	137.3
41	140.75
42	144.2
43	147.65
44	151.1
45	154.55
46	158.0
47	161.4
48	164.85
49	168.3
50	171.75
51	175.2
52	178.6
53	182.05
54	185.5
55	188.9
56	192.35
57	195.75
58	199.2
59	202.65
60	206.05
61	209.45
62	212.85
63	216.3
64	219.7
65	223.15
66	226.6
67	230.0
68	233.45
69	236.85
